index,0,1,2,3,4,5,6,7,8
000000000,6.140827387391325,1.7482224734778684,4.410550992888925,3.0563733503494386,2.987859191412094,2.969984700722864,4.561071247101744,4.026200423826255,4.674783563884605
100-100000,,1.2755676456413896,0.0700932253704192,,0.5330239359513362,-0.364176,-0.246392928,-0.05832,-0.3922719653376
10-1-100010,,0.121352256,,,0.6526656000000001,0.0,0.0,,0.0
10-1-1-10110,,-1.8,,,,8.0336323584,,,0.162
0000-10000,-0.3659510218699298,0.2117420915252741,3.296010321185425,0.3019566814761363,,0.0138410816677229,1.950355965346312,1.0663036753437058,1.8946400532503096
0100-1-1000,0.0,,0.0,0.0361709699548447,,,-0.300672,-0.104976,0.0
01-10-1-1100,0.0,,,2.74302880800768,,,,0.0,0.0
-11-11-1-1100,,,,,,,,0.0,4.0168161792
000-110000,0.5832,0.4324325116762735,-0.3175200000000001,,,-0.4015008000000001,3.772969954480877,0.1714198182056755,-0.172368
000-11001-1,-1.8,0.0,0.0,,,0.0,-1.8,,
0-10000000,2.103852342403436,,3.073936137120772,0.3731172679260218,4.974716526078239,0.9425950890678854,1.793782565795259,1.9864155747259769,3.9270009691018526
0-10010-100,4.735857064739449,,2.7040038329633886,4.761247692068201,,4.091360757094497,,1.7916627449230438,7.340888800742832
0-1001-1-110,0.0,,3.151631026824983,-0.324,,,,,0.0
0-1-111-1-110,-5.3136,,,,,,,,-5.3136
-100000010,,0.0,0.0,-0.093125376,0.9592861355637392,0.1148376308899827,0.0,,0.02540443502592
-10000101-1,,0.7905600000000002,0.0,0.0,0.0,,0.0,,
-1-1100101-1,,,,0.0,4.392,,0.5832,,
00000000-1,1.999983916365209,1.404505966090775,3.748435681667305,-0.0228873816824844,4.951774644638869,0.6824712330292885,1.620671272556402,3.125604222369419,
-10000100-1,,-0.300672,-1.846656,-1.8,5.535126982829113,,-0.324,-1.8,
-1-1100100-1,,,,0.0,0.0,,-0.324,-0.324,
-1-110011-1-1,,,,-1.8,6.05088,,,,
-101000000,,0.0,,0.73872,0.5284051200000002,0.2839940064127331,6.199092273540519,0.4120508854317288,2.717820096769842
-10100-1001,,-0.300672,,0.0,0.2915999999993152,,0.0,0.0,
-1-1110-1001,,,,,0.9201600000000002,,0.0,0.0,
-1-111-1-1011,,,,,,,1.62,,
0100-1-110-1,-1.8,,-1.8,0.0,,,,-1.8,
-101-101000,,0.0,,,0.0,,5.3136,0.0,0.0
000000-100,0.9260783364706788,0.9475824671960856,0.915909528050286,0.3168043237596742,6.241033929762979,0.4751291989380585,,2.2518419685881668,3.558541405968226
000010-1-10,-0.3563862073521364,-2.1032195889555507,-0.0366569067402283,-1.5540238567333389,,1.1286148513540015,,,7.254551474191836
-100011-1-10,,1.6050581373002952,-2.04768,8.999749116616517,,,,,-2.79376128
-110000000,,,0.7351043850367731,0.09240542208000002,0.9808676465809547,1.8787659733915614,7.7468831233982876,0.3102624000000001,-0.324
-110-100010,,,0.0,,0.0,-1.8,0.0,,0.0
-1-10100000,,,-0.6260616647123761,,-2.0592,-1.8,-2.0965248,-1.2200505523199998,-1.33059168
0-10001000,-0.324,,0.104976,0.104976,3.900071744451595,,0.0,-0.104976,0.111683417531351
0-100010-11,0.0,,-0.324,0.0,0.0,,0.0,,
1-1-10010-11,,,,0.0,1.8,,-1.8,,
-10000001-1,,-1.1533248,-0.3706560000000001,-0.324,6.768478486579051,-1.8,-0.104976,,
-10000-111-1,,0.0,0.956448,-0.324,-2.0592,,,,
-1-1010-111-1,,,-3.24,,-1.8,,,,
000001-100,7.74701701937031,3.343696221203548,6.029617167453572,5.491886354280886,6.240869906628821,,,6.557081697971892,5.374787403938709
00-1001-110,5.015351751984415,2.7220779736300966,,3.4041917542238576,8.999999999399254,,,,0.2772792133511155
0-1-1011-110,8.381524709376,,,0.0,,,,,-3.24
-1-10000100,,,4.34216865239379,-1.8,-3.0546749815157463,-0.2400192,,-1.20416873472,0.03378816
-1-100001-11,,,-1.8,-0.324,0.0,-1.1675519999999997,,,
-1-1010-11-11,,,-4.392,,-3.24,,,,
00000001-1,-0.225835776,0.0,3.093959354373275,-0.05832,0.05832,0.2774165760000001,1.531082148700898,,
000-10011-1,0.0,-0.324,0.0,,0.0,0.0,,,
0-10-11011-1,-1.8,,2.7424811520000008,,,-1.8,,,
000100-10-1,-0.324,-0.324,-1.3324205952,,-1.18385856,-1.99201536,,0.5391944377628578,
1001-10-10-1,,-1.8,-1.6704000000000003,,,-2.0592,,-1.8,
00-1010000,5.18354882533189,-0.5832000000000002,,0.0769633819296517,,0.8134007040000001,-0.0378286848,0.080191075700736,0.0661257375141888
00-11100-10,0.0,0.0,,,,0.0,0.0,,0.5832000000000002
10-11100-1-1,,-1.8,,,,0.0,6.05088,,
000-100000,1.9850399570441484,1.5265288862513702,1.994263813964669,,5.289438584913054,1.2304259849019046,1.9086108061718776,3.3472245655846358,2.446150301083396
00-1-100010,0.0,0.0,,,6.131271180234162,0.17659296,0.0,,0.5452012800000001
00-1-110-110,0.0,8.992869465373717,,,,-1.84843008,,,-2.42063271936
0-1-1-111-110,2.196,,,,,,,,0.0
01-1000000,0.117643489191936,,,0.07191296059392,0.7347658903142401,0.3616773120000001,4.791113124369483,0.15254027661312,-0.2634936641740799
01-101000-1,-1.116,,,-1.7766719999999998,,6.05088,0.0,0.0,
01-1-11100-1,-1.380096,,,,,,0.0,0.0,
-11-1-11110-1,,,,,,,,3.02544,
0001-10-100,-0.5455749427200001,-1.6678905126912,-0.017496,,,-0.324,,-1.08790653689856,-0.2166912
0001-10-1-11,-1.8,0.0066514476073196,-3.24,,,-1.8,,,
0101-1-1-1-11,-3.24,,4.418935206707332,,,,,,
00-1001000,0.17216064,0.7087675189837825,,0.0652496946552835,2.7873423392176093,,1.6199999999999997,0.073109952,0.0
01-10-11000,0.05832,,,0.6501047040000001,,,0.0,0.0,0.324
01-1-1-11010,0.0,,,,,,1.8,,1.215648
01-1-1-1111-1,7.49005056,,,,,,,,
-1001-10000,,-0.324,-0.034851612635136,,,-0.324,-0.05832,-1.8,0.6208543223640568
-11-11-10000,,,,,,-1.8,-0.4450100281344,0.0,0.0
10-10100-10,,0.0,,0.0,,-0.324,-0.324,,0.0
10-1011-1-10,,-1.8,,0.0,,,,,8.381524709376
00-1000000,1.3172637846142623,0.6816109577511766,,0.5852197259153348,4.748037773591143,0.6577660022712943,0.6309559850918554,1.1842753878953869,2.445717415713361
-10-1001000,,-0.5669867538432001,,-1.390752,-0.324,,-1.8804183552,-0.5458752,-2.0592
-10-1011-100,,3.889988027942814,,8.98607317455804,,,,-1.8,-1.33344
0000000-10,1.351018956986748,1.1684609053262274,2.438263104339613,1.299621496407506,5.647745832995093,1.4124021926926345,1.831967429072724,,4.221588388700016
00000-11-10,0.0,0.0,0.2800293120000001,-0.05832,5.291227805631933,,,,0.598523152959479
00010-11-1-1,0.0,0.0,0.7905600000000002,,1.5495447232257034,,,,
-10011-11-1-1,,-4.392,8.505219767500801,,,,,,
10000-1000,,-0.2805694765056,0.0209951999999999,0.0,4.98110268919033,,1.0512292562751333,-0.7905600000000002,0.49575172608
1-1000-1010,,,0.198288,0.0,0.0,,0.0,,0.0
1-1-101-1010,,,,0.8424000000000001,,,-1.8,,0.0
1-1-1-11-1110,,,,,,,,,5.3136
00-1010-100,6.947367865685997,3.801984007848533,,3.8878629927555526,,4.005378621221249,,3.863428185000205,4.55027331973331
01-1010-10-1,1.4808430596096005,,,-3.933328353479885,,-0.6494399999999998,,8.99997306160182,
00000-1001,-0.0344694528,-0.308883456,0.0,-0.27216,3.9096767499136096,,0.0,0.03569184,
0-1000-1101,0.0,,0.0,0.0,0.05832,,,0.0,
0-101-1-1101,0.324,,0.0,,,,,4.392,
-1-111-1-1101,,,,,,,,4.392,
0000-1001-1,-0.60275653632,-2.2624128,-0.5328719051604414,-1.594872,,-1.8,-0.5645376000000001,,
0001-1-101-1,1.6793338245120002,0.0,-1.8,,,,-1.8,,
001000-100,7.571593728938748,3.0297908593568588,,3.864111494549501,4.111085014177991,2.994260845719385,,4.301280170745359,5.073069176914317
001001-10-1,0.0,0.0,,5.721443801395813,0.0,,,0.0,
001-101-11-1,7.792040448,0.0,,,1.3482091008,,,,
000-110-100,6.160239068873073,3.6527974237154672,0.9456088004084466,,,-1.5174951240938377,,0.0945099533119284,2.5360446246909287
00-1-111-11-1,0.9,8.0336323584,,,,,,,
00100-1000,0.0,0.3793157082021888,,0.0,-0.004945536,,2.8982262235093086,-0.05832,0.1328271737980487
0011-1-1000,0.0,0.05832,,,,,0.0,0.0,0.0
0-111-1-1010,1.2641184,,,,,,0.0,,0.0
-1-111-1-1110,,,,,,,,,6.640704
0-1000-1001,5.157663360610228,,-0.3548448,0.4408618752000001,-0.011664,,0.7345728,-0.2353536,
1-100-1-1001,,,-1.764,0.53136,,,-1.31578361856,-0.8424000000000001,
00000-1100,-0.0002601171307856,-0.05832,0.0,1.0845073152,3.508795986502624,,,0.546609005568,0.4522138813440001
00000-11-11,0.02916,0.0,0.0,0.0,0.0,,,,
-10001-11-11,,0.0,0.0,-1.6704000000000003,,,,,
-110-11-11-11,,,2.6568,,,,,,
-100000000,,1.83430619311468,2.7344144839386875,-0.7742258624765838,6.719242829112374,2.4127359902611616,2.3038318523799832,2.5970879021899806,-2.3575059139988244
-1000100-10,,3.0946399083049823,4.625749777557093,6.747300873917486,,4.195640274888508,3.3825976623006104,,2.9565363099901827
-100010-1-11,,-3.7978937597952,-2.235272794442415,5.703335879913828,,-4.9335690240000005,,,
0-1100-1001,0.0,,,0.0,0.0,,0.6902258630860801,1.911576195072,
1-1100-1-101,,,,-1.5408,6.936014700171054,,,-1.8,
1-11-10-1-111,,,,,7.792040448,,,,
00-101000-1,2.02033903595178,1.3488790326146134,,3.6468153251135993,,5.362438492529554,-1.9212265310534435,1.6687791157740477,
00-10110-1-1,2.518402766958872,2.079585914589328,,8.9999992417515,,,2.4185686772160926,,
01-1-1110-1-1,-1.8,,,,,,3.5562816,,
1-1010-1000,,,0.4743588096000001,,0.0,,0.0,0.0,0.0
1-1-111-1000,,,,,,,0.0,0.0,4.392
00000-1000,2.173464338763972,2.074781396278717,2.428007002414145,1.4975744069661605,4.9963715175099805,,4.339823640219082,0.9222170253706978,2.537853109651204
00000-101-1,0.0,0.0,1.0936721157515246,-0.324,-1.1675519999999997,,0.0,,
-10010-101-1,,-1.8,0.0,,0.0,,0.0,,
00000-1010,0.4291139006505998,-0.1297150848,-0.05832,0.50131930226688,4.35907312093261,,0.0,,0.07884864
0-1010-1010,0.0,,0.0,,0.0,,0.0,,0.05832
0-1110-101-1,0.324,,,,0.0,,0.0,,
-1-1110-111-1,,,,,7.792040448,,,,
-1000-11000,,-2.0592,-1.4504950370304002,-2.0540160000000003,,,-1.3847979432563196,-1.04976,4.455947052284653
-100-1-11010,,0.0,-1.8,,,,-1.8,,0.0
1000-10000,,0.1410462670218916,-0.1879884287999999,0.7400955595261555,,0.9985292056844698,0.0,2.9396734407073155,0.455837551251039
10-11-10000,,-0.1560384,,,,0.324,1.8,-1.5408,0.7905600000000002
1-1-11-10001,,,,,,-1.5408,1.8,0.0,
1-1-11-1-1011,,,,,,,6.640704,,
0001000-1-1,0.6287687889518594,-0.05832,0.0,,0.0,-0.05832,-0.2044859904,,
01010-10-1-1,-1.8,,-1.8,,-1.8,,-0.324,,
-11010-11-1-1,,,-1.8,,-1.8,,,,
01000-1000,-0.018167991831746,,0.05832,-0.277344,2.397645654735663,,0.0,-0.0012128201072639,0.0
0100-1-1010,1.0891584,,0.0,8.505219767500801,,,0.0,,0.0
000-11-1000,4.86545772165722,3.946275842149216,5.482651614368848,,,,5.288282676417203,7.537040308654938,5.827687644037831
01-1-11-1000,0.0,,,,,,-1.8,1.8,7.214436460414868
0-1001-1001,0.8131999497960583,,-1.8,-1.8,,,0.0,-0.324,
00001-1-100,5.000483220716089,6.05795567827048,2.3296369750397545,2.398829167058896,,,,4.538296758511401,5.8326660961419465
001-11-1-100,4.459008172792375,0.0,,,,,,-1.8,1.6050581373002952
1-11-11-1-100,,,,,,,,4.466795860667323,3.24
000100-100,3.3729748887643667,3.94235811124892,7.750084074753584,,5.313642691807812,4.040024793297379,,4.747052506114645,4.958046648893177
